text,label
"Optimal ISP subscription for Internet multihoming: algorithm design and implication analysis (Co-authors: Hao Wang, Haiyong Xie, Lili Qiu, Abraham Silberschatz, Yang Richard Yang, Conference: INFOCOM)",69_18
"Complicated product oriented collaborative document management system. (Co-authors: Li Zhu, Jianwei Yin, Gang Chen, Jinxiang Dong, Conference: null)",108_5
"Flexible and Efficient Switching Techniques between Scalable Video Bitstreams (Co-authors: Xiaoyan Sun, Feng Wu, Shipeng Li, Wen Gao, Ya-Qin Zhang, Conference: IEEE Pacific Rim Conference on Multimedia)",23_0
"A database program generator for Turbo Pascal (Co-authors: Steve King, Jay Alperson, Conference: Data Based Advisor)",64_2
"Cluster based rank query over multidimensional data streams (Co-authors: Dengcheng He, Yongluan Zhou, Lidan Shou, Gang Chen, Conference: CIKM)",108_5
"Information Concept Lattice and Its Reductions (Co-authors: Wei Xu, Ping Xu, Wen-Xiu Zhang, Conference: RSKT)",1_0
"On the rate distortion function of Bernoulli Gaussian sequences (Co-authors: Cheng Chang, Conference: CoRR)",40_4
"Characterization of virus replication (Co-authors: Jose Andre Morales, Peter J. Clarke, Yi Deng, B. M. Golam Kibria, Conference: Journal in Computer Virology)",93_0
"On-Line Sprite Encoding with Large Global Motion Estimation (Co-authors: Feng Wu, Wen Gao, Xiang YangZhou, Gao Peng, Chen DaTong, Conference: Data Compression Conference)",23_0
"Cognitive personal positioning based on activity map and adaptive particle filter (Co-authors: Hui Fang, Wen-Jing Hsu, Larry Rudolph, Conference: MSWiM)",103_3
"A Nonlinear Multigrid Method for Total Variation Minimization from Image Restoration (Co-authors: Ke Chen, Xue-Cheng Tai, Conference: J. Sci. Comput.)",58_8
"A Topology Optimization for Truss Based on Improved Group Search Optimizer. (Co-authors: Haobin Xie, Feng Liu, Lijuan Li, Conference: null)",57_8
"Teaching problem-solving through a cooperative learning environment (Co-authors: Rebecca Denning, Philip J. Smith, Conference: CHI 95 Conference Companion)",32_0
"A bandpass sigma-delta modulator employing micro-mechanical resonator (Co-authors: X. Wang, Y. P. Xu, Z. Wang, S. Liw, W. H. Sun, L. S. Tan, Conference: ISCAS (1))",61_3
"Error Control Coding, Second Edition (Co-authors: Shu Lin, Daniel J. Costello, Conference: null)",26_0
"A Blind Watermarking of 3D Triangular Meshes Using Geometry Image (Co-authors: Yi-qiang Ni, Bo Liu, Hongbin Zhang, Conference: CGIV)",42_0
"Population Sizing for Genetic Programming Based Upon Decision Making (Co-authors: Kumara Sastry, Una-May O'Reilly, David E. Goldberg, Conference: CoRR)",34_0
"An efficient random access scheme for OFDMA systems with implicit message transmission (Co-authors: Ping Zhou, Honglin Hu, Haifeng Wang, Hsiao-Hwa Chen, Conference: IEEE Transactions on Wireless Communications)",49_13
"Content-based filtering for efficient online materialized view maintenance (Co-authors: Gang Luo, Philip S. Yu, Conference: CIKM)",12_0
"Video Flashlights: Real Time Rendering of Multiple Videosfor Immersive Model Visualization (Co-authors: Harpreet S. Sawhney, Aydin Arpa, Rakesh Kumar, Supun Samarasekera, Manoj Aggarwal, Steven C. Hsu, David Nister, Keith J. Hanna, Conference: Rendering Techniques)",29_5
"Challenges for End-to-End Quality of Service in Heterogeneous Networks. (Co-authors: Wen-an Zhou, Lu Liu, Jun-de Song, Conference: null)",48_12
"A brief overview of scalable distributed concurrency services for hierarchical locking (Co-authors: Nirmit Desai, Frank Mueller, Conference: Java Grande)",8_0
"Security Policy Coordination for Heterogeneous Information Systems (Co-authors: John Hale, Pablo Galiasso, Mauricio Papa, Sujeet Shenoi, Conference: ACSAC)",28_0
"Side Information Inserted Pilot Tone Transmission for PAPR Reduction in OFDM (Co-authors: Lei Wang, Dongweon Yoon, Sang Kyu Park, Conference: IEICE Transactions)",85_93
"Semi-automatic dynamic auxiliary-tag-aided image annotation (Co-authors: Shile Zhang, Bin Li, Xiangyang Xue, Conference: Pattern Recognition)",11_30
"A speech recognition experiment with the entire syllable inventory of standard Chinese (Co-authors: Michael Wagner, Conference: Speech Communication)",43_1
"Selecting informative features with fuzzy-rough sets and its application for complex systems monitoring (Co-authors: Qiang Shen, Richard Jensen, Conference: Pattern Recognition)",19_0
"Fast exact maximum likelihood estimation for mixture of language models (Co-authors: Yi Zhang, Wei Xu, Conference: SIGIR)",1_17
"A Comparison Between Etymon- and Word-Based Chinese Sign Language Recognition Systems (Co-authors: Chunli Wang, Xilin Chen, Wen Gao, Conference: Gesture Workshop)",23_0
"Scalability of the Bayesian optimization algorithm (Co-authors: Martin Pelikan, Kumara Sastry, David E. Goldberg, Conference: Int. J. Approx. Reasoning)",34_0
"Binary Tree Support Vector Machine Based on Kernel Fisher Discriminant for Multi-classification (Co-authors: Bo Liu, Xiaowei Yang, Zhifeng Hao, Conference: ISNN (1))",42_15
"Viral systems: A new bio-inspired optimisation approach (Co-authors: Pablo Cortes, Jose M. Garcia, Jesus Munuzuri, Luis Onieva, Conference: Computers  OR)",98_1
"A fast approximate algorithm for training L1-SVMs in primal space (Co-authors: Lei Wang, Shixin Sun, Kai Zhang, Conference: Neurocomputing)",38_5
"Phatpackets for Data Transport within an HPC Network (Co-authors: S. Huang, Robert D. McLeod, Conference: IASTED PDCS)",102_2
"Transaction Processing: Concepts and Techniques, 1st edition (Co-authors: Jim Gray, Andreas Reuter, Conference: null)",99_1
"Managing Power Consumption and Performance of Computing Systems Using Reinforcement Learning (Co-authors: Gerald Tesauro, Rajarshi Das, Hoi Chan, Jeffrey O. Kephart, David Levine, Freeman L. Rawson III, Charles Lefurgy, Conference: NIPS)",50_12
"Leveraging probabilistic season and location context models for scene understanding (Co-authors: Jie Yu, Jiebo Luo, Conference: CIVR)",18_2
"On Observability and Design of Observers inTimed Continuous Petri Net Systems (Co-authors: Jorge Julvez, Emilio Jimenez, Laura Recalde, Manuel Silva, Conference: it+ti - Informationstechnik und Technische Informatik)",73_0
"The 2nd Order Analysis of IDDQ Test Data (Co-authors: Shengli Li, Kai Zhang, Jien-Chung Lo, Conference: DFT)",38_8
"Chaotic Simulated Annealing Neural Network with Decaying Chaotic Noise and Its Application in Economic Load Dispatch of Power Systems (Co-authors: Ya-lin Mao, Guo-zhong Zhang, Bin Zhu, Ming Zhou, Conference: IRI)",9_9
"A new edge detector based on Fresnel diffraction (Co-authors: Luhong Diao, Bin Yu, Hua Li, Conference: Pattern Recognition Letters)",97_4
"Parzen Discriminant Analysis (Co-authors: Youhan Fang, Shiguang Shan, Hong Chang, Xilin Chen, Wen Gao, Conference: ICPR)",23_0
"Feature Extraction Based on the Independent Component Analysis for Text Classification (Co-authors: Minghan Hu, Shijun Wang, Anhui Wang, Lei Wang, Conference: FSKD (2))",85_40
"A Multi-Dimensional K-Anonymity Model for Hierarchical Data (Co-authors: Xiaojun Ye, Lei Jin, Bin Li, Conference: ISECS)",22_1
"Sign Language Recognition from Homography (Co-authors: Qi Wang, Xilin Chen, Chunli Wang, Wen Gao, Conference: ICME)",23_0
"Model-driven generative techniques for scalable performability analysis of distributed systems (Co-authors: Arundhati Kogekar, Dimple Kaul, Aniruddha S. Gokhale, Paul J. Vandal, U. Praphamontripong, Swapna S. Gokhale, Jing Zhang, Yuehua Lin, Jeffrey G. Gray, Conference: IPDPS)",105_0
"Robust Frontal Face Detection in Complex Environment (Co-authors: Quan Yuan, Wen Gao, Hongxun Yao, Conference: ICPR (1))",23_0
"Information Processing and Routing in Wireless Sensor Networks (Co-authors: Yang Yu, Conference: null)",90_13
"Efficient parallelization of the iterative solution of a coupled fluid-structure interaction problem (Co-authors: Martyn D. Hughes, Ke Chen, Conference: Concurrency and Computation: Practice and Experience)",58_8
"Trade Press News (Co-authors: Rafael Alonso, Conference: SIGMOD Record)",65_1
"Dynamics of Controlled Mechanical Systems with Delayed Feedback (Co-authors: H. Hu, Z. Wang, Conference: null)",61_30
"Petri nets and integrality relaxations: A view of continuous Petri net models (Co-authors: Manuel Silva, Laura Recalde, Conference: IEEE Transactions on Systems, Man, and Cybernetics, Part C)",73_0
"On the Power of Learning Robustly (Co-authors: Sanjay Jain, Carl H. Smith, Rolf Wiehagen, Conference: COLT)",47_0
"Design and Implementation of Davis Social Links OSN Kernel (Co-authors: Thomas Tran, Kelcey Chan, Shaozhi Ye, Prantik Bhattacharyya, Ankush Garg, Xiaoming Lu, Shyhtsun Felix Wu, Conference: WASA)",16_1
"On Deadlock Frequency during Dynamic Reconfiguration in NOWs (Co-authors: Lorenzo Fernandez, Jose M. Garcia, Rafael Casado, Conference: Euro-Par)",98_0
"A new approach to estimating the expected first hitting time of evolutionary algorithms (Co-authors: Yang Yu, Zhi-Hua Zhou, Conference: Artif. Intell.)",90_0
"AlphaSort: a cache-sensitive parallel external sort (Co-authors: Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet, Conference: Readings in database systems (3rd ed.))",99_1
"A Comparison of Search Patterns for Cooperative Robots Operating in Remote Environment (Co-authors: Ray R. Hashemi, Lei Jin, Gary T. Anderson, Edmund Wilson, Murray R. Clark, Conference: ITCC)",22_2
"Consensus on transaction commit (Co-authors: Jim Gray, Leslie Lamport, Conference: ACM Trans. Database Syst.)",99_1
"The Physical, Mental, and Emotional Stress Effects of VDT Work (Co-authors: Michael Smith, Conference: IEEE Computer Graphics and Applications)",2_3
"License management scheme with anonymous trust for digital rights management (Co-authors: Jiang Zhang, Bin Li, Li Zhao, Shi-Qiang Yang, Conference: ICME)",11_3
"BBS: An Energy Efficient Localized Routing Scheme for Query Processing in Wireless Sensor Networks (Co-authors: Jie Lian, Kshirasagar Naik, Gordon B. Agnew, Lei Chen, M. Tamer Ozsu, Conference: IJDSN)",54_1
"Segmentation of range images as the search for geometric parametric models (Co-authors: Ales Leonardis, Alok Gupta, Ruzena Bajcsy, Conference: International Journal of Computer Vision)",35_1
"An Effective Error Concealment Framework For H.264 Decoder Based on Video Scene Change Detection (Co-authors: Ji Zhang, Feng Liu, Hui Shao, Gang Wang, Conference: Proceedings of the Fourth International Conference on Image and Graphics)",57_31
"Density-based multipath secure communication over mobile ad hoc networks (Co-authors: Lei Chen, Chung-wei Lee, Jyh-haw Yeh, Conference: ACM Southeast Regional Conference)",54_0
"Yield Enhancement of Digital Microfluidics-Based Biochips Using Space Redundancy and Local Reconfiguration (Co-authors: Fei Su, Krishnendu Chakrabarty, Vamsee K. Pamula, Conference: DATE)",10_0
"A simulated annealing and hill-climbing algorithm for the traveling tournament problem (Co-authors: A. Lim, B. Rodrigues, X. Zhang, Conference: European Journal of Operational Research)",60_24
"XCS with computed prediction for the learning of Boolean functions (Co-authors: Pier Luca Lanzi, Daniele Loiacono, Stewart W. Wilson, David E. Goldberg, Conference: Congress on Evolutionary Computation)",34_0
"Toward routine billion-variable optimization using genetic algorithms (Co-authors: David E. Goldberg, Kumara Sastry, Xavier Llora, Conference: Complexity)",34_0
"Prediction of integral membrane protein type by collocated hydrophobic amino acid pairs (Co-authors: Ke Chen, Yingfu Jiang, Li Du, Lukasz A. Kurgan, Conference: Journal of Computational Chemistry)",58_3
"The Cluster Distribution of Regulatory Motifs of Transcription in Yeast Introns (Co-authors: Jun Hu, Jing Zhang, Conference: ICIC (2))",105_42
"Fifth Generation Computer Project: Current Research Activity and Future Plans (Co-authors: Koichi Furukawa, Conference: TAPSOFT, Vol.2)",71_0
"On the performance of adaptive traffic signal control (Co-authors: Chen Cai, Bernhard Hengst, Getian Ye, Enyang Huang, Yang Wang, Carlos Aydos, Glenn Geers, Conference: Mathematik für Informatiker)",39_22
"Computing exact P-values for DNA motifs (Co-authors: Jing Zhang, Bo Jiang, Ming Li, John Tromp, Xuegong Zhang, Michael Q. Zhang, Conference: Bioinformatics)",105_13
"A comprehensive study on backup-bandwidth reprovisioning after network-state updates in survivable telecom mesh networks (Co-authors: Lei Song, Jing Zhang, Biswanath Mukherjee, Conference: IEEE/ACM Trans. Netw.)",105_36
"Tighter bounds on the exact complexity of string matching (Co-authors: R. Cole, R. Hariharan, Conference: Proceedings of the 33rd Annual Symposium on Foundations of Computer Science)",72_0
"A fast approximate algorithm for training L1-SVMs in primal space (Co-authors: Lei Wang, Shixin Sun, Kai Zhang, Conference: Neurocomputing)",85_76
"An Improved On-Line Sequential Learning Algorithm for Extreme Learning Machine (Co-authors: Bin Li, Jingming Wang, Yibin Li, Yong Song, Conference: ISNN (1))",11_39
"Speed-up Iterative Frequent Itemset Mining with Constraint Changes (Co-authors: Gao Cong, Bing Liu, Conference: ICDM)",94_0
"Knowledge Representation Architecture for Context Interchange Mediation: Fixed Income Securities Investment Examples (Co-authors: Allen Moulton, Stuart E. Madnick, Michael Siegel, Conference: DEXA Workshop)",77_1
"A service-oriented business performance evaluation model and the performance-aware service selection method (Co-authors: Bo Liu, Yushun Fan, Shuangxi Huang, Conference: Concurrency and Computation: Practice and Experience)",42_4
"Application of Distributed GA-Based RBF Neural Network in Fire Detection (Co-authors: Hairong Wang, Weiguo Yang, Huiling Jiang, Yun Wang, Conference: Proceedings of the 2008 Fourth International Conference on Natural Computation - Volume 03)",89_14
"Context-aware wireless sensor networks for assisted living and residential monitoring (Co-authors: Anthony D. Wood, John A. Stankovic, Gilles Virone, Leo Selavo, Zhimin He, Qiuhua Cao, Thao Doan, Yafeng Wu, Lei Fang, Radu Stoleru, Conference: IEEE Network)",63_5
"A History and Evaluation of System R (Co-authors: Donald D. Chamberlin, Morton M. Astrahan, Mike W. Blasgen, Jim Gray, W. Frank King III, Bruce G. Lindsay, Raymond A. Lorie, James W. Mehl, Thomas G. Price, Gianfranco R. Putzolu, Patricia G. Selinger, Mario Schkolnick, Donald R. Slutz, Irving L. Traiger, Bradford W. Wade, Robert A. Yost, Conference: Commun. ACM)",99_1
"A Binary Correlation Matrix Memory k-NN Classifier with Hardware Implementation (Co-authors: Ping Zhou, Jim Austin, John Kennedy, Conference: BMVC)",49_1
"Learning how to separate (Co-authors: Sanjay Jain, Frank Stephan, Conference: Theor. Comput. Sci.)",47_0
"Weighted Fourier Series Representation and Its Application to Quantifying the Amount of Gray Matter (Co-authors: Moo K. Chung, Kim M. Dalton, Li Shen, Alan C. Evans, Richard J. Davidson, Conference: IEEE Trans. Med. Imaging)",51_0
"A predictive empirical model for pricing and resource allocation decisions (Co-authors: Wolfgang Ketter, John Collins, Maria L. Gini, Paul R. Schrater, Alok Gupta, Conference: ICEC)",35_0
"A Framework for Verbalizing Unconscious Knowledge Based on Inductive Logic Programming (Co-authors: Koichi Furukawa, Conference: Machine Intelligence 15)",71_0
"Baseline Evaluations on the CAS-PEAL-R1 Face Database (Co-authors: Bo Cao, Shiguang Shan, Xiaohua Zhang, Wen Gao, Conference: SINOBIOMETRICS)",23_0
"Modeling and Robustness Analysis of Biochemical Networks of Glycerol Metabolism by Klebsiella Pneumoniae (Co-authors: Jianxiong Ye, Enmin Feng, Lei Wang, Zhilong Xiu, Yaqin Sun, Conference: Complex (1))",85_105
"Guest Editors' Introduction: Securing the Domain Name System (Co-authors: Daniel Massey, Dorothy E. Denning, Conference: IEEE Security  Privacy)",75_0
"Robust tracking of cyclic nonrigid motion (Co-authors: Cheng Chang, Rashid Ansari, Ashfaq A. Khokhar, Conference: ICIP (3))",40_0
"Analysis on Appearance Reasons of the Positive Feedback Traders (Co-authors: Shi An, Lei Wang, He Huang, Conference: ICICIC (2))",85_83
"Using Stashing to Increase Node Autonomy in Distributed File Systems (Co-authors: Rafael Alonso, Daniel Barbara, Luis L. Cova, Conference: SRDS)",65_0
"A Framework for Querying Sensor Networks Using Mobile Devices (Co-authors: Shourui Tian, Sol M. Shatz, Yang Yu, Conference: ICCCN)",90_13
"Design of Fault-Tolerant and Dynamically-Reconfigurable Microfluidic Biochips (Co-authors: Fei Su, Krishnendu Chakrabarty, Conference: CoRR)",10_0
